team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,department_finishing ,actual_productivity,day,quarter_num,department,idle_time?,idle_men?
6,0.75,2.9,0.0,3360,0,0.0,0,0,8,0,0.271875,Thursday,4,finishing,False,False
6,0.75,18.79,708.0,4080,0,0.0,0,0,34,0,0.612517157,Monday,2,sweing,False,False
6,0.8,2.9,0.0,4800,0,0.0,0,0,8,1,0.626822917,Thursday,4,finishing,False,False
10,0.7,2.9,0.0,3360,0,0.0,0,0,8,0,0.6645833329999999,Sunday,1,finishing,False,False
5,0.8,4.6,0.0,1080,0,0.0,0,0,9,0,0.902962963,Wednesday,4,finishing,False,False
3,0.75,22.52,1495.0,10350,55,0.0,0,0,58,0,0.800513307,Sunday,4,sweing,False,False
7,0.8,25.9,1126.0,10170,60,0.0,0,0,57,0,0.850136766,Tuesday,2,sweing,False,False
6,0.8,11.61,539.0,6975,50,0.0,0,0,31,0,0.879714482,Sunday,1,sweing,False,False
11,0.6,12.52,831.0,9540,30,0.0,0,0,53,0,0.6002298460000001,Sunday,2,sweing,False,False
5,0.7,30.1,754.0,7020,0,0.0,0,0,59,0,0.700618234,Sunday,2,sweing,False,False
8,0.75,4.6,0.0,3360,0,0.0,0,0,8,0,0.773333333,Monday,1,finishing,False,False
3,0.8,22.52,1136.0,6960,113,0.0,0,0,58,0,1.000457471,Saturday,5,sweing,False,False
7,0.7,30.1,562.0,840,30,0.0,0,1,59,0,0.700888203,Tuesday,3,sweing,False,False
5,0.6,30.1,415.0,6960,0,0.0,0,0,58,0,0.415172414,Tuesday,1,sweing,False,False
3,0.5,5.13,0.0,960,0,0.0,0,0,8,0,0.2565,Wednesday,3,finishing,False,False
4,0.75,3.94,0.0,960,0,0.0,0,0,8,0,0.890604167,Sunday,2,finishing,False,False
11,0.8,2.9,0.0,0,960,0.0,0,0,8,0,0.960625,Monday,2,finishing,False,False
12,0.8,11.61,760.0,4470,50,0.0,0,0,32,0,0.80007657,Monday,2,sweing,False,False
11,0.8,4.15,0.0,1980,0,0.0,0,0,7,1,0.934607438,Wednesday,2,finishing,False,False
12,0.8,15.26,983.0,4080,50,0.0,0,0,34,0,0.8004019609999999,Tuesday,1,sweing,False,False
7,0.75,30.1,444.0,0,0,5.0,20,1,59,0,0.611140537,Thursday,3,sweing,True,True
11,0.8,11.61,954.0,0,50,0.0,0,2,58,0,0.800779018,Saturday,4,sweing,False,False
8,0.65,4.15,0.0,960,0,0.0,0,0,8,1,0.5619791670000001,Monday,1,finishing,False,False
12,0.6,15.26,1492.0,6960,23,0.0,0,0,34,0,0.600436426,Thursday,4,sweing,False,False
6,0.8,11.41,843.0,5670,50,0.0,0,0,32,0,0.800181818,Monday,2,sweing,False,False
12,0.8,26.16,844.0,7080,63,0.0,0,0,59,0,0.8003186440000001,Saturday,1,sweing,False,False
3,0.75,29.4,1283.0,6960,45,0.0,0,2,58,0,0.750206897,Wednesday,4,sweing,False,False
12,0.7,4.08,0.0,1620,0,0.0,0,0,9,1,0.6181818179999999,Sunday,4,finishing,False,False
9,0.7,28.08,872.0,6900,44,0.0,0,0,58,0,0.7211269570000001,Thursday,1,sweing,False,False
3,0.8,22.52,968.0,6840,113,0.0,0,0,57,0,1.000230409,Wednesday,1,sweing,False,False
1,0.7,3.94,0.0,960,0,0.0,0,0,8,0,0.664875,Saturday,1,finishing,False,False
12,0.8,5.13,0.0,1200,0,0.0,0,0,10,0,0.9918,Wednesday,3,finishing,False,False
12,0.7,15.26,1296.0,6120,40,0.0,0,0,34,0,0.70043672,Sunday,4,sweing,False,False
2,0.8,28.08,749.0,10350,63,0.0,0,0,58,0,0.800594466,Saturday,2,sweing,False,False
8,0.75,29.4,551.0,6840,45,0.0,0,0,57,0,0.750473684,Monday,1,sweing,False,False
5,0.8,30.1,511.0,0,0,0.0,0,0,59,0,0.800980392,Wednesday,3,sweing,False,False
2,0.8,3.94,0.0,2400,0,0.0,0,0,20,1,1.001416667,Tuesday,1,finishing,False,False
2,0.8,28.08,782.0,6660,50,0.0,0,0,56,0,0.8002378379999999,Sunday,1,sweing,False,False
10,0.7,2.9,0.0,3360,0,0.0,0,0,8,0,0.463194444,Tuesday,1,finishing,False,False
11,0.8,4.15,0.0,1440,0,0.0,0,0,8,1,0.668087121,Sunday,2,finishing,False,False
8,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.681060606,Wednesday,1,finishing,False,False
4,0.8,3.94,0.0,4440,0,0.0,0,0,18,1,0.827186544,Wednesday,1,finishing,False,False
9,0.75,18.79,1020.0,5640,45,0.0,0,1,52,0,0.750371895,Thursday,4,sweing,False,False
12,0.8,11.61,1101.0,5310,50,0.0,0,0,32,0,0.8001409690000001,Tuesday,1,sweing,False,False
5,0.75,4.15,0.0,1200,0,0.0,0,0,10,0,0.629416667,Monday,3,finishing,False,False
10,0.75,3.94,0.0,1440,0,0.0,0,0,8,1,0.779791667,Thursday,2,finishing,False,False
9,0.75,2.9,0.0,960,0,0.0,0,0,8,0,0.83375,Wednesday,1,finishing,False,False
8,0.8,25.9,1211.0,10260,60,0.0,0,0,57,0,0.850252525,Tuesday,2,sweing,False,False
1,0.8,26.16,1189.0,10620,75,0.0,0,0,59,0,0.850502311,Thursday,2,sweing,False,False
1,0.7,22.94,1682.0,10530,75,0.0,0,0,59,0,0.8009096090000001,Sunday,4,sweing,False,False
9,0.5,18.79,1688.0,5280,0,0.0,0,1,54,0,0.2830544869999999,Sunday,3,sweing,False,False
3,0.7,22.52,1139.0,10260,63,0.0,0,0,57,0,0.750068049,Wednesday,3,sweing,False,False
9,0.75,29.12,1082.0,6840,81,0.0,0,0,57,0,0.850610526,Saturday,5,sweing,False,False
2,0.8,22.52,1327.0,0,113,0.0,0,0,58,0,1.000344928,Thursday,2,sweing,False,False
5,0.5,30.1,839.0,6960,0,0.0,0,0,58,0,0.500801724,Monday,1,sweing,False,False
11,0.6,20.1,1601.0,4320,46,0.0,0,0,51,0,0.60059761,Thursday,5,sweing,False,False
9,0.8,26.16,1305.0,10620,75,0.0,0,0,59,0,0.850502311,Tuesday,1,sweing,False,False
4,0.7,4.15,0.0,1800,0,0.0,0,0,15,0,1.033155556,Wednesday,2,finishing,False,False
10,0.8,3.94,0.0,5400,0,0.0,0,0,20,1,0.912766667,Tuesday,2,finishing,False,False
4,0.35,22.4,581.0,7350,0,0.0,0,0,52,0,0.35063299,Monday,2,sweing,False,False
9,0.7,2.9,0.0,960,0,0.0,0,0,8,0,0.4108333329999999,Wednesday,4,finishing,False,False
10,0.7,2.9,0.0,960,0,0.0,0,0,8,0,0.39875,Tuesday,2,finishing,False,False
5,0.6,4.15,0.0,1440,0,0.0,0,0,8,1,0.8527935609999999,Sunday,3,finishing,False,False
8,0.7,4.6,0.0,960,0,0.0,0,0,8,0,0.658541667,Wednesday,4,finishing,False,False
10,0.7,2.9,0.0,3360,0,0.0,0,0,8,0,0.4108333329999999,Thursday,4,finishing,False,False
2,0.7,3.94,0.0,15000,0,0.0,0,0,25,1,0.649662222,Thursday,4,finishing,False,False
1,0.8,22.52,1420.0,6840,113,0.0,0,0,57,0,1.000230409,Sunday,3,sweing,False,False
9,0.7,28.08,1072.0,6900,40,0.0,0,0,58,0,0.699965217,Saturday,1,sweing,False,False
3,0.8,22.52,1287.0,6840,100,0.0,0,0,57,0,0.950185965,Thursday,5,sweing,False,False
2,0.8,3.94,0.0,960,0,0.0,0,0,8,1,0.7921041670000001,Sunday,1,finishing,False,False
6,0.7,18.79,913.0,4020,30,0.0,0,0,34,0,0.700184577,Tuesday,1,sweing,False,False
3,0.7,3.94,0.0,12000,0,0.0,0,0,20,1,0.460578704,Thursday,4,finishing,False,False
10,0.8,22.52,1108.0,6720,113,0.0,0,0,56,0,0.999995238,Wednesday,1,sweing,False,False
8,0.65,3.94,0.0,960,0,0.0,0,0,8,1,0.971866667,Saturday,5,finishing,False,False
3,0.8,42.27,465.0,9900,54,0.0,0,0,55,0,0.705576584,Tuesday,2,sweing,False,False
10,0.65,3.94,0.0,960,0,0.0,0,0,8,1,0.705916667,Thursday,1,finishing,False,False
10,0.7,2.9,0.0,0,960,0.0,0,0,8,0,0.477291667,Monday,2,finishing,False,False
3,0.8,22.52,1283.0,6720,88,0.0,0,0,56,0,0.900129762,Sunday,2,sweing,False,False
2,0.7,22.94,1510.0,10620,60,0.0,0,0,57,0,0.8003027909999999,Thursday,4,sweing,False,False
9,0.75,29.12,1282.0,6960,45,0.0,0,0,58,0,0.7505931029999999,Sunday,1,sweing,False,False
3,0.75,3.94,0.0,1800,0,0.0,0,0,10,1,1.059621212,Monday,4,finishing,False,False
3,0.8,29.4,1169.0,6840,63,0.0,0,0,57,0,0.800333333,Wednesday,1,sweing,False,False
12,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.793844697,Monday,3,finishing,False,False
11,0.6,2.9,0.0,1200,0,0.0,0,0,10,0,0.715333333,Sunday,3,finishing,False,False
4,0.35,30.1,287.0,6060,23,150.0,15,0,56,0,0.350706422,Wednesday,1,sweing,True,True
11,0.6,2.9,0.0,960,0,0.0,0,0,8,1,0.864583333,Thursday,5,finishing,False,False
9,0.7,2.9,0.0,1800,0,0.0,0,0,15,0,0.726933333,Tuesday,4,finishing,False,False
8,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.628882576,Saturday,2,finishing,False,False
8,0.8,25.9,562.0,7470,38,0.0,0,0,57,0,0.800436542,Wednesday,3,sweing,False,False
10,0.8,28.08,1082.0,10530,63,0.0,0,0,59,0,0.8,Saturday,2,sweing,False,False
6,0.75,18.79,670.0,3960,34,0.0,0,0,33,0,0.75065101,Sunday,2,sweing,False,False
3,0.8,22.52,1271.0,5400,50,0.0,0,0,57,0,0.800161172,Monday,2,sweing,False,False
3,0.8,4.6,0.0,6300,0,0.0,0,0,15,0,0.921703704,Thursday,4,finishing,False,False
1,0.7,26.82,1267.0,8160,70,0.0,0,0,58,0,0.850045,Saturday,1,sweing,False,False
3,0.8,4.6,0.0,2400,0,0.0,0,0,20,0,0.900833333,Wednesday,4,finishing,False,False
5,0.75,30.1,788.0,7380,56,0.0,0,0,60,0,0.750406233,Wednesday,2,sweing,False,False
1,0.8,22.52,1532.0,6900,88,0.0,0,0,58,0,0.900147246,Wednesday,1,sweing,False,False
10,0.8,3.94,0.0,960,0,0.0,0,0,8,0,0.7715833329999999,Thursday,1,finishing,False,False
1,0.7,26.66,1562.0,6960,60,0.0,0,0,58,0,0.8005660920000001,Tuesday,1,sweing,False,False
8,0.7,24.26,154.0,6840,0,0.0,0,0,57,0,0.353259649,Sunday,2,sweing,False,False
11,0.8,11.41,560.0,3420,50,0.0,0,0,58,0,0.800034503,Wednesday,2,sweing,False,False
10,0.35,22.4,715.0,10170,23,0.0,0,0,57,0,0.35020649,Tuesday,2,sweing,False,False
10,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.828295455,Sunday,2,finishing,False,False
1,0.75,26.82,1322.0,7080,45,0.0,0,0,59,0,0.750050847,Wednesday,2,sweing,False,False
10,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.974621212,Saturday,3,finishing,False,False
4,0.8,4.3,0.0,1200,0,0.0,0,0,10,1,0.989,Thursday,5,finishing,False,False
2,0.7,30.33,398.0,6960,0,0.0,0,1,58,0,0.66237931,Thursday,4,sweing,False,False
1,0.8,22.52,1397.0,0,138,0.0,0,0,57,0,1.100483918,Thursday,2,sweing,False,False
6,0.35,22.53,1450.0,2640,0,0.0,0,1,39,0,0.26369382,Thursday,1,sweing,False,False
9,0.8,4.15,0.0,960,0,0.0,0,0,8,1,0.956270833,Saturday,1,finishing,False,False
7,0.7,24.26,1639.0,6720,0,0.0,0,0,56,0,0.541517857,Tuesday,1,sweing,False,False
12,0.8,4.08,0.0,1080,0,0.0,0,0,9,0,0.8915555559999999,Monday,3,finishing,False,False
10,0.8,22.52,10.0,6000,0,0.0,0,0,50,0,0.441392,Thursday,2,sweing,False,False
7,0.8,25.9,1012.0,10170,45,0.0,0,0,57,0,0.850136766,Sunday,2,sweing,False,False
5,0.8,4.6,0.0,7560,0,0.0,0,0,18,0,0.921604938,Thursday,4,finishing,False,False
8,0.7,30.1,824.0,5160,0,0.0,0,1,60,0,0.700206125,Saturday,2,sweing,False,False
11,0.7,4.15,0.0,2700,0,0.0,0,0,9,1,0.470769231,Wednesday,3,finishing,False,False
3,0.8,22.52,11.0,6840,0,0.0,0,1,57,0,0.536901754,Wednesday,2,sweing,False,False
4,0.8,3.94,0.0,6600,0,0.0,0,0,20,1,0.8616790120000001,Sunday,1,finishing,False,False
7,0.65,3.9,0.0,960,0,0.0,0,0,8,0,0.625625,Wednesday,2,finishing,False,False
4,0.7,4.15,0.0,1800,0,0.0,0,0,15,0,0.7967555559999999,Tuesday,2,finishing,False,False
12,0.8,15.26,1053.0,4080,50,0.0,0,0,34,0,0.8004019609999999,Wednesday,4,sweing,False,False
10,0.8,3.94,0.0,1200,0,0.0,0,0,10,1,0.85695,Monday,1,finishing,False,False
4,0.75,22.52,867.0,10260,94,0.0,0,0,57,0,0.9003211059999999,Sunday,4,sweing,False,False
4,0.6,30.1,486.0,6780,30,0.0,0,1,57,0,0.600224189,Saturday,1,sweing,False,False
11,0.75,42.97,1282.0,10260,56,0.0,0,0,57,0,0.7500412009999999,Saturday,4,sweing,False,False
9,0.8,3.94,0.0,1800,0,0.0,0,0,10,1,0.82680303,Saturday,3,finishing,False,False
4,0.8,30.1,323.0,4080,50,0.0,0,1,59,0,0.800808642,Wednesday,4,sweing,False,False
11,0.75,11.61,635.0,3360,45,0.0,0,0,57,0,0.750503571,Wednesday,4,sweing,False,False
8,0.8,25.9,1083.0,10170,38,0.0,0,0,57,0,0.800128721,Tuesday,1,sweing,False,False
12,0.8,4.6,0.0,1080,0,0.0,0,0,9,0,0.868888889,Saturday,1,finishing,False,False
1,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.891723485,Wednesday,2,finishing,False,False
5,0.8,30.1,276.0,600,63,3.5,15,0,60,0,0.7999828529999999,Thursday,3,sweing,True,True
9,0.75,18.79,841.0,6240,45,0.0,0,1,52,0,0.750395513,Saturday,4,sweing,False,False
9,0.75,18.79,1206.0,6240,34,0.0,0,0,52,0,0.750395513,Wednesday,1,sweing,False,False
2,0.65,30.33,841.0,6840,0,0.0,0,1,57,0,0.585315789,Thursday,3,sweing,False,False
5,0.7,27.48,573.0,6840,30,0.0,0,0,57,0,0.7006596490000001,Tuesday,1,sweing,False,False
6,0.6,23.41,1266.0,2520,23,0.0,0,1,38,0,0.601037091,Sunday,2,sweing,False,False
8,0.7,3.9,0.0,960,0,0.0,0,0,8,0,0.625625,Wednesday,2,finishing,False,False
6,0.7,23.41,1180.0,4560,30,0.0,0,1,38,0,0.7002464909999999,Tuesday,2,sweing,False,False
5,0.7,20.4,1352.0,10260,50,0.0,0,0,57,0,0.7000637959999999,Tuesday,3,sweing,False,False
4,0.7,26.66,950.0,6960,50,0.0,0,0,58,0,0.750770115,Tuesday,1,sweing,False,False
7,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.648106061,Monday,2,finishing,False,False
10,0.75,3.94,0.0,3420,0,0.0,0,0,19,1,0.955151515,Sunday,4,finishing,False,False
8,0.8,25.9,1026.0,10170,60,0.0,0,0,57,0,0.850136766,Thursday,2,sweing,False,False
12,0.8,15.26,1069.0,4080,63,0.0,0,0,34,0,0.8004019609999999,Tuesday,2,sweing,False,False
6,0.7,18.79,2984.0,3960,30,0.0,0,0,33,0,0.700354545,Monday,1,sweing,False,False
1,0.8,3.94,0.0,960,0,0.0,0,0,8,1,0.902916667,Saturday,1,finishing,False,False
2,0.7,30.33,512.0,4560,0,0.0,0,1,58,0,0.7002111109999999,Saturday,4,sweing,False,False
11,0.8,4.15,0.0,1440,0,0.0,0,0,8,1,0.8174242420000001,Saturday,2,finishing,False,False
2,0.5,15.28,261.0,5520,0,0.0,0,1,46,0,0.4041449279999999,Wednesday,1,sweing,False,False
8,0.6,30.1,1069.0,4560,30,0.0,0,1,58,0,0.714410494,Wednesday,2,sweing,False,False
5,0.7,4.15,0.0,240,0,0.0,0,0,2,0,0.87,Wednesday,2,finishing,False,False
1,0.75,26.82,1254.0,6960,65,0.0,0,0,58,0,0.85007069,Sunday,2,sweing,False,False
10,0.7,21.82,1390.0,6000,30,0.0,0,0,50,0,0.700422,Thursday,1,sweing,False,False
4,0.8,28.08,990.0,10350,50,0.0,0,0,58,0,0.800594466,Wednesday,1,sweing,False,False
7,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.689299242,Thursday,3,finishing,False,False
12,0.75,15.26,1276.0,1440,45,0.0,0,0,35,0,0.750450658,Sunday,1,sweing,False,False
2,0.75,3.94,0.0,1440,0,0.0,0,0,8,1,0.970075758,Sunday,4,finishing,False,False
9,0.8,26.16,1324.0,10620,75,0.0,0,0,59,0,0.850502311,Wednesday,1,sweing,False,False
7,0.5,3.9,0.0,960,0,0.0,0,0,8,0,0.560625,Tuesday,2,finishing,False,False
6,0.8,25.9,1152.0,6720,50,0.0,0,0,56,0,0.800125,Saturday,1,sweing,False,False
10,0.8,22.52,598.0,0,75,0.0,0,0,56,0,0.850364583,Wednesday,2,sweing,False,False
5,0.7,26.82,992.0,6960,30,0.0,0,1,58,0,0.700556897,Wednesday,2,sweing,False,False
7,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.837594697,Wednesday,2,finishing,False,False
9,0.8,3.94,0.0,960,0,0.0,0,0,8,0,0.6895,Tuesday,2,finishing,False,False
1,0.8,3.94,0.0,1440,0,0.0,0,0,2,1,0.951420455,Tuesday,2,finishing,False,False
10,0.7,28.08,1202.0,6900,40,0.0,0,0,58,0,0.699965217,Sunday,1,sweing,False,False
11,0.7,2.9,0.0,960,0,0.0,0,0,8,0,0.5046875,Tuesday,4,finishing,False,False
6,0.75,20.2,402.0,3120,45,0.0,0,0,33,0,0.750212553,Tuesday,1,sweing,False,False
10,0.8,3.94,0.0,1440,0,0.0,0,0,12,1,0.979527778,Tuesday,4,finishing,False,False
4,0.35,4.3,0.0,3600,0,0.0,0,0,20,1,0.988636364,Thursday,3,finishing,False,False
5,0.65,20.79,1015.0,7080,81,0.0,0,0,59,0,0.800473729,Thursday,5,sweing,False,False
5,0.5,4.15,0.0,1440,0,0.0,0,0,8,1,0.337973485,Saturday,2,finishing,False,False
12,0.8,15.26,1060.0,4080,63,0.0,0,0,34,0,0.8004019609999999,Monday,4,sweing,False,False
2,0.8,5.13,0.0,3600,0,0.0,0,0,15,0,0.710125,Thursday,3,finishing,False,False
2,0.7,22.94,1422.0,10500,60,0.0,0,0,57,0,0.800415742,Wednesday,3,sweing,False,False
7,0.8,3.94,0.0,960,0,0.0,0,0,8,1,0.6253125,Saturday,1,finishing,False,False
2,0.8,3.94,0.0,2160,0,0.0,0,0,18,0,0.966759259,Wednesday,1,finishing,False,False
2,0.7,16.1,817.0,5520,30,0.0,0,1,45,0,0.700516224,Monday,2,sweing,False,False
8,0.8,2.9,0.0,720,0,0.0,0,0,4,1,0.329545455,Sunday,4,finishing,False,False
6,0.8,11.41,1047.0,5580,63,0.0,0,0,31,0,0.8002614859999999,Tuesday,3,sweing,False,False
8,0.35,4.15,0.0,1440,0,0.0,0,0,12,0,0.755486111,Thursday,2,finishing,False,False
4,0.8,28.08,925.0,10350,50,0.0,0,0,58,0,0.800594466,Tuesday,1,sweing,False,False
7,0.7,5.13,0.0,960,0,0.0,0,0,8,0,0.283958333,Sunday,4,finishing,False,False
2,0.8,3.94,0.0,1200,0,0.0,0,0,10,1,0.971866667,Saturday,5,finishing,False,False
11,0.8,19.31,678.0,4800,50,0.0,0,0,55,0,0.800250962,Monday,1,sweing,False,False
2,0.8,3.94,0.0,1800,0,0.0,0,0,10,1,0.980909091,Saturday,3,finishing,False,False
11,0.7,14.89,1863.0,10260,50,0.0,0,0,57,0,0.700170388,Thursday,4,sweing,False,False
12,0.8,4.08,0.0,1080,0,0.0,0,0,9,0,0.8008888890000001,Saturday,2,finishing,False,False
4,0.8,22.52,1342.0,6780,50,0.0,0,0,57,0,0.800489676,Wednesday,4,sweing,False,False
11,0.7,14.89,1501.0,10260,50,0.0,0,0,57,0,0.700170388,Tuesday,3,sweing,False,False
4,0.6,3.94,0.0,960,0,0.0,0,0,8,0,0.673083333,Sunday,1,finishing,False,False
1,0.8,3.94,0.0,1440,0,0.0,0,0,12,0,0.845458333,Thursday,1,finishing,False,False
6,0.8,2.9,0.0,960,0,0.0,0,0,8,1,0.6225,Tuesday,4,finishing,False,False
3,0.65,22.52,1138.0,10170,35,0.0,0,0,57,0,0.650416734,Sunday,3,sweing,False,False
8,0.35,4.15,0.0,1800,0,0.0,0,0,15,0,0.7071111109999999,Monday,2,finishing,False,False
8,0.8,4.6,0.0,960,0,0.0,0,0,8,0,0.930416667,Wednesday,1,finishing,False,False
8,0.8,25.9,1380.0,3630,50,0.0,0,0,57,0,0.800162602,Monday,3,sweing,False,False
10,0.75,21.82,1674.0,6000,34,0.0,0,0,50,0,0.7506079999999999,Wednesday,2,sweing,False,False
3,0.7,22.52,1244.0,10260,63,0.0,0,0,57,0,0.750068049,Thursday,4,sweing,False,False
10,0.7,22.52,1108.0,10080,63,0.0,0,0,56,0,0.750057359,Tuesday,3,sweing,False,False
8,0.35,15.09,1448.0,9360,23,0.0,0,0,52,0,0.34998951,Saturday,4,sweing,False,False
8,0.75,29.4,792.0,4560,56,0.0,0,2,58,0,0.7504259259999999,Saturday,4,sweing,False,False
