team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,department_finishing ,actual_productivity,day,quarter_num,department,idle_time?,idle_men?
10,0.8,3.94,0.0,1260,0,0.0,0,0,8,1,0.332359307,Wednesday,2,finishing,False,False
6,0.8,25.9,1170.0,1920,50,0.0,0,0,56,0,0.8003819440000001,Thursday,1,sweing,False,False
8,0.6,24.26,1196.0,6600,0,0.0,0,0,55,0,0.466821212,Sunday,1,sweing,False,False
3,0.7,29.4,1228.0,6960,30,0.0,0,2,58,0,0.7003620690000001,Monday,4,sweing,False,False
8,0.8,4.6,0.0,2640,0,0.0,0,0,22,0,0.980984848,Thursday,1,finishing,False,False
2,0.8,28.08,783.0,10050,63,0.0,0,0,59,0,0.8004972459999999,Thursday,2,sweing,False,False
8,0.8,25.9,1209.0,10170,60,0.0,0,0,57,0,0.850136766,Sunday,2,sweing,False,False
12,0.8,15.26,894.0,4080,50,0.0,0,0,34,0,0.8004019609999999,Thursday,2,sweing,False,False
6,0.8,11.41,411.0,14640,50,0.0,0,0,31,0,0.800024932,Thursday,2,sweing,False,False
4,0.7,23.69,544.0,13800,0,0.0,0,0,60,0,0.700134038,Saturday,1,sweing,False,False
2,0.8,22.52,1233.0,6900,113,0.0,0,0,58,0,1.000018551,Sunday,2,sweing,False,False
2,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.805909091,Tuesday,1,finishing,False,False
1,0.8,22.94,16882.0,7020,113,0.0,0,0,59,0,1.000602279,Monday,1,sweing,False,False
6,0.6,3.94,0.0,1200,0,0.0,0,0,10,1,0.971866667,Saturday,5,finishing,False,False
3,0.75,22.52,1299.0,6840,119,0.0,0,0,57,0,1.000230409,Tuesday,4,sweing,False,False
1,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.936496212,Tuesday,1,finishing,False,False
3,0.8,29.4,797.0,1800,63,0.0,0,0,57,0,0.800534979,Thursday,1,sweing,False,False
3,0.7,30.1,247.0,6960,50,0.0,0,1,58,0,0.700603448,Thursday,3,sweing,False,False
3,0.6,30.1,1361.0,6960,30,0.0,0,1,58,0,0.475718391,Sunday,3,sweing,False,False
5,0.6,3.94,0.0,0,2880,0.0,0,0,12,0,0.8643425929999999,Monday,2,finishing,False,False
6,0.75,18.79,912.0,3960,45,0.0,0,0,33,0,0.75065101,Thursday,4,sweing,False,False
2,0.8,22.52,674.0,3660,63,0.0,0,0,57,0,0.80037492,Saturday,2,sweing,False,False
3,0.65,30.1,1263.0,600,63,0.0,0,1,58,0,0.802243319,Monday,3,sweing,False,False
4,0.75,4.3,0.0,6000,0,0.0,0,0,20,1,0.978525641,Wednesday,3,finishing,False,False
4,0.75,4.15,0.0,2400,0,0.0,0,0,20,0,0.902916667,Saturday,2,finishing,False,False
11,0.75,10.05,677.0,3240,45,0.0,0,0,27,0,0.750027778,Saturday,1,sweing,False,False
11,0.7,14.89,1484.0,10260,50,0.0,0,0,57,0,0.700170388,Monday,3,sweing,False,False
9,0.8,29.12,609.0,3240,50,0.0,0,0,58,0,0.8001441440000001,Wednesday,2,sweing,False,False
8,0.75,29.4,622.0,6240,56,0.0,0,0,57,0,0.75075,Sunday,1,sweing,False,False
1,0.5,22.94,1492.0,10170,30,0.0,0,0,57,0,0.549969429,Monday,3,sweing,False,False
12,0.8,11.61,896.0,5670,50,0.0,0,0,32,0,0.8002467529999999,Sunday,2,sweing,False,False
4,0.7,22.52,930.0,10260,63,0.0,0,0,57,0,0.750068049,Monday,3,sweing,False,False
7,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.670075758,Tuesday,2,finishing,False,False
7,0.8,48.84,624.0,10170,50,0.0,0,0,57,0,0.800128721,Sunday,3,sweing,False,False
9,0.8,3.94,0.0,2400,0,0.0,0,0,8,1,0.827147436,Wednesday,3,finishing,False,False
4,0.8,4.3,0.0,1440,0,0.0,0,0,12,1,0.940625,Tuesday,4,finishing,False,False
6,0.8,2.9,0.0,1440,0,0.0,0,0,12,0,0.936861111,Wednesday,3,finishing,False,False
3,0.8,22.52,1112.0,6840,100,0.0,0,0,57,0,0.950185965,Tuesday,1,sweing,False,False
1,0.7,26.82,1772.0,6960,50,0.0,0,0,58,0,0.750651724,Wednesday,1,sweing,False,False
5,0.65,20.79,1141.0,8460,0,0.0,0,0,59,0,0.650040783,Monday,2,sweing,False,False
1,0.8,22.52,1485.0,6900,113,0.0,0,0,58,0,1.000018551,Thursday,1,sweing,False,False
1,0.8,26.16,1383.0,10620,75,0.0,0,0,59,0,0.850502311,Sunday,2,sweing,False,False
9,0.8,3.94,0.0,960,0,0.0,0,0,8,0,0.697708333,Monday,2,finishing,False,False
9,0.75,29.12,8992.0,6960,55,0.0,0,0,58,0,0.7999632179999999,Monday,1,sweing,False,False
4,0.8,28.08,660.0,10440,63,0.0,0,0,58,0,0.8010282129999999,Saturday,2,sweing,False,False
4,0.8,4.3,0.0,1440,0,0.0,0,0,12,1,0.8092361109999999,Monday,1,finishing,False,False
5,0.8,30.1,680.0,7140,0,0.0,0,0,59,0,0.653431373,Tuesday,3,sweing,False,False
2,0.7,3.9,0.0,1200,0,0.0,0,0,10,0,0.92885,Monday,1,finishing,False,False
2,0.8,22.52,1397.0,6840,113,0.0,0,0,57,0,1.000230409,Saturday,5,sweing,False,False
6,0.75,18.79,52.0,3960,0,0.0,0,0,33,0,0.332146465,Wednesday,1,sweing,False,False
2,0.75,22.94,1636.0,10530,81,0.0,0,0,59,0,0.850223776,Sunday,4,sweing,False,False
7,0.8,25.9,970.0,10170,60,0.0,0,0,57,0,0.850136766,Saturday,2,sweing,False,False
3,0.75,3.94,0.0,1620,0,0.0,0,0,9,1,0.961784512,Sunday,4,finishing,False,False
5,0.65,26.82,1001.0,7080,26,0.0,0,1,59,0,0.6500440679999999,Tuesday,2,sweing,False,False
1,0.5,3.94,0.0,3360,0,0.0,0,0,8,0,0.768847222,Thursday,4,finishing,False,False
9,0.6,29.12,925.0,6660,23,0.0,0,0,58,0,0.600125217,Saturday,4,sweing,False,False
2,0.75,22.94,1764.0,10260,55,0.0,0,0,57,0,0.800034024,Monday,4,sweing,False,False
10,0.8,3.94,0.0,1200,0,0.0,0,0,10,1,0.840533333,Wednesday,4,finishing,False,False
6,0.75,2.9,0.0,960,0,0.0,0,0,8,0,0.845833333,Saturday,1,finishing,False,False
7,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.661837121,Saturday,3,finishing,False,False
11,0.75,4.15,0.0,1800,0,0.0,0,0,10,1,0.8960227270000001,Saturday,4,finishing,False,False
10,0.8,22.52,21540.0,6720,88,0.0,0,0,56,0,0.900129762,Monday,1,sweing,False,False
5,0.7,4.15,0.0,240,0,0.0,0,0,2,0,0.58,Thursday,2,finishing,False,False
6,0.8,11.41,1028.0,4380,50,0.0,0,0,31,0,0.800358775,Monday,3,sweing,False,False
10,0.8,28.08,762.0,10530,38,0.0,0,0,59,0,0.8,Sunday,2,sweing,False,False
1,0.6,3.94,0.0,3360,0,0.0,0,0,8,0,0.448722222,Sunday,1,finishing,False,False
1,0.8,22.52,1416.0,6840,113,0.0,0,0,57,0,1.000230409,Saturday,2,sweing,False,False
2,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.805909091,Tuesday,2,finishing,False,False
4,0.7,26.82,1117.0,7080,50,0.0,0,0,59,0,0.750050847,Thursday,1,sweing,False,False
7,0.6,22.52,1859.0,10260,23,0.0,0,0,57,0,0.60041361,Thursday,4,sweing,False,False
12,0.8,4.6,0.0,3780,0,0.0,0,0,9,0,0.636049383,Tuesday,1,finishing,False,False
7,0.8,25.9,1255.0,6780,50,0.0,0,0,57,0,0.8006843659999999,Monday,1,sweing,False,False
10,0.7,19.68,1119.0,5640,0,8.0,35,1,47,0,0.303574468,Wednesday,3,sweing,True,True
7,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.692045455,Sunday,3,finishing,False,False
11,0.35,14.61,838.0,7200,23,0.0,0,0,55,0,0.35003125,Wednesday,2,sweing,False,False
8,0.7,4.15,0.0,3000,0,0.0,0,0,25,0,0.915766667,Wednesday,1,finishing,False,False
10,0.75,28.08,1144.0,10530,69,0.0,0,0,59,0,0.8,Wednesday,1,sweing,False,False
2,0.8,3.94,0.0,2160,0,0.0,0,0,18,0,0.912037037,Wednesday,2,finishing,False,False
1,0.8,3.94,0.0,2160,0,0.0,0,0,8,1,0.985,Saturday,2,finishing,False,False
4,0.75,30.1,912.0,7020,0,0.0,0,1,58,0,0.750356125,Monday,3,sweing,False,False
9,0.5,29.12,970.0,10440,30,0.0,0,0,58,0,0.500547544,Thursday,4,sweing,False,False
2,0.7,3.9,0.0,960,0,0.0,0,0,8,0,0.325,Tuesday,4,finishing,False,False
1,0.8,26.16,1092.0,10620,63,0.0,0,0,59,0,0.8001171029999999,Wednesday,2,sweing,False,False
1,0.75,3.94,0.0,960,0,0.0,0,0,8,0,0.890604167,Sunday,2,finishing,False,False
2,0.7,30.33,254.0,1800,0,0.0,0,0,58,0,0.683550607,Sunday,1,sweing,False,False
12,0.75,15.26,1209.0,4200,45,0.0,0,0,35,0,0.750646667,Saturday,5,sweing,False,False
6,0.8,30.4,338.0,3840,34,0.0,0,0,32,0,0.622828125,Tuesday,4,sweing,False,False
5,0.7,20.79,391.0,10440,0,0.0,0,0,58,0,0.700060345,Thursday,3,sweing,False,False
6,0.75,18.79,640.0,2400,0,0.0,0,0,34,0,0.750797009,Tuesday,2,sweing,False,False
1,0.65,22.94,1595.0,10260,34,0.0,0,0,57,0,0.700029771,Wednesday,3,sweing,False,False
1,0.75,3.94,0.0,2280,0,0.0,0,0,19,1,0.950438596,Sunday,1,finishing,False,False
1,0.75,22.94,1579.0,6960,81,0.0,0,0,58,0,0.8503620690000001,Thursday,5,sweing,False,False
4,0.8,22.52,23122.0,5940,50,0.0,0,0,57,0,0.800393224,Monday,1,sweing,False,False
1,0.8,49.1,1381.0,10350,24,0.0,0,0,58,0,0.403242161,Sunday,3,sweing,False,False
5,0.7,41.19,1052.0,10440,21,0.0,0,0,58,0,0.452012539,Saturday,3,sweing,False,False
6,0.8,18.79,656.0,3480,38,0.0,0,0,34,0,0.800947475,Wednesday,2,sweing,False,False
8,0.7,30.1,507.0,5880,40,2.0,10,1,59,0,0.7005730990000001,Sunday,3,sweing,True,True
6,0.75,18.79,899.0,3960,56,0.0,0,0,33,0,0.75065101,Thursday,3,sweing,False,False
6,0.8,18.79,779.0,3960,0,0.0,0,0,33,0,0.688017677,Thursday,2,sweing,False,False
7,0.65,3.94,0.0,2160,0,0.0,0,0,12,1,0.8705808079999999,Saturday,4,finishing,False,False
3,0.8,30.1,756.0,6960,63,0.0,0,1,58,0,0.800071839,Tuesday,2,sweing,False,False
5,0.7,20.79,965.0,7320,0,0.0,0,0,58,0,0.700095563,Wednesday,2,sweing,False,False
8,0.6,30.48,869.0,6720,0,0.0,0,1,56,0,0.600528571,Sunday,2,sweing,False,False
10,0.8,22.52,1127.0,120,88,0.0,0,0,56,0,0.9008,Monday,2,sweing,False,False
6,0.75,2.9,0.0,3360,0,0.0,0,0,8,0,0.271875,Saturday,4,finishing,False,False
1,0.8,22.52,1534.0,6780,88,0.0,0,0,57,0,0.900135693,Saturday,1,sweing,False,False
6,0.8,2.9,0.0,960,0,0.0,0,0,8,0,0.604166667,Sunday,3,finishing,False,False
7,0.75,4.6,0.0,960,0,0.0,0,0,8,0,0.676666667,Wednesday,4,finishing,False,False
4,0.35,4.3,0.0,2160,0,0.0,0,0,12,1,0.952020202,Tuesday,2,finishing,False,False
11,0.75,11.41,826.0,2820,0,0.0,0,2,58,0,0.7502939390000001,Monday,4,sweing,False,False
12,0.75,15.26,1436.0,4200,45,0.0,0,0,35,0,0.750646667,Thursday,5,sweing,False,False
1,0.7,22.94,1745.0,10440,60,0.0,0,0,58,0,0.8000235109999999,Monday,4,sweing,False,False
2,0.8,5.13,0.0,4800,0,0.0,0,0,20,0,0.8300625,Sunday,4,finishing,False,False
9,0.8,3.94,0.0,1800,0,0.0,0,0,10,1,0.72830303,Tuesday,3,finishing,False,False
2,0.75,16.1,971.0,5400,45,0.0,0,1,45,0,0.7501407409999999,Wednesday,2,sweing,False,False
1,0.75,3.94,0.0,1800,0,0.0,0,0,15,1,0.971866667,Saturday,5,finishing,False,False
3,0.75,19.87,1075.0,7080,45,0.0,0,0,56,0,0.7500983509999999,Saturday,2,sweing,False,False
4,0.65,23.69,861.0,7200,0,0.0,0,0,60,0,0.52118,Thursday,1,sweing,False,False
8,0.65,3.9,0.0,0,960,0.0,0,0,8,0,0.2640625,Monday,2,finishing,False,False
6,0.35,2.9,0.0,1800,0,0.0,0,0,15,1,0.977555556,Wednesday,4,finishing,False,False
3,0.75,19.87,944.0,6600,45,0.0,0,0,55,0,0.75024303,Monday,1,sweing,False,False
10,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.24625,Monday,2,finishing,False,False
9,0.75,18.79,895.0,6240,34,0.0,0,0,52,0,0.750395513,Sunday,1,sweing,False,False
11,0.75,11.41,834.0,3480,0,0.0,0,2,58,0,0.672140805,Sunday,4,sweing,False,False
10,0.8,50.48,381.0,6930,45,0.0,0,0,59,0,0.688557555,Monday,2,sweing,False,False
9,0.8,26.16,1381.0,3660,50,0.0,0,0,59,0,0.8000150090000001,Sunday,3,sweing,False,False
7,0.8,4.6,0.0,4200,0,0.0,0,0,10,0,0.999533333,Tuesday,1,finishing,False,False
9,0.8,3.94,0.0,1800,0,0.0,0,0,10,1,0.582045455,Sunday,3,finishing,False,False
1,0.75,28.08,681.0,6900,45,0.0,0,0,58,0,0.7504278259999999,Thursday,1,sweing,False,False
5,0.7,21.98,413.0,9720,40,0.0,0,0,58,0,0.7004808309999999,Wednesday,1,sweing,False,False
8,0.65,3.9,0.0,960,0,0.0,0,0,8,0,0.560625,Tuesday,2,finishing,False,False
7,0.75,30.1,627.0,6960,0,3.5,20,1,58,0,0.393548851,Sunday,4,sweing,True,True
10,0.8,22.52,1188.0,6720,90,0.0,0,0,56,0,0.999995238,Tuesday,1,sweing,False,False
6,0.7,18.79,766.0,2760,30,0.0,0,0,33,0,0.700079032,Thursday,1,sweing,False,False
5,0.7,4.15,0.0,3060,0,0.0,0,0,17,1,0.973796791,Sunday,4,finishing,False,False
9,0.8,26.16,1369.0,10620,63,0.0,0,0,59,0,0.8001171029999999,Thursday,3,sweing,False,False
5,0.7,4.15,0.0,2700,0,0.0,0,0,15,1,0.966666667,Saturday,4,finishing,False,False
3,0.5,4.15,0.0,960,0,0.0,0,0,8,0,0.864583333,Monday,3,finishing,False,False
5,0.6,21.98,666.0,6960,23,0.0,0,0,58,0,0.6000287360000001,Monday,1,sweing,False,False
10,0.7,21.82,1335.0,6000,30,0.0,0,0,50,0,0.700422,Sunday,2,sweing,False,False
12,0.8,11.61,1159.0,2970,50,0.0,0,0,32,0,0.800313433,Wednesday,2,sweing,False,False
11,0.8,10.05,13.0,3240,34,0.0,0,0,54,0,0.750648148,Tuesday,2,sweing,False,False
11,0.5,11.41,1039.0,2280,0,0.0,0,2,55,0,0.50012336,Thursday,2,sweing,False,False
5,0.7,30.1,773.0,7020,40,0.0,0,0,58,0,0.700618234,Monday,2,sweing,False,False
12,0.7,15.26,1462.0,4080,40,0.0,0,0,34,0,0.7001647059999999,Tuesday,4,sweing,False,False
9,0.8,26.16,399.0,10620,63,0.0,0,0,59,0,0.8001171029999999,Tuesday,3,sweing,False,False
1,0.75,3.94,0.0,1920,0,0.0,0,0,8,0,0.812625,Wednesday,2,finishing,False,False
9,0.75,3.94,0.0,960,0,0.0,0,0,8,1,0.994270833,Monday,1,finishing,False,False
6,0.75,2.9,0.0,3360,0,0.0,0,0,8,0,0.309333333,Tuesday,1,finishing,False,False
2,0.7,3.9,0.0,1200,0,0.0,0,0,10,0,0.884,Sunday,2,finishing,False,False
9,0.75,18.79,1096.0,6240,34,0.0,0,0,52,0,0.750395513,Tuesday,1,sweing,False,False
11,0.75,10.05,668.0,2520,34,0.0,0,0,26,0,0.7504,Thursday,1,sweing,False,False
10,0.7,22.52,1206.0,10080,75,0.0,0,0,56,0,0.800020563,Wednesday,3,sweing,False,False
1,0.8,3.94,0.0,1440,0,0.0,0,0,8,1,0.8842613640000001,Saturday,3,finishing,False,False
6,0.6,18.79,799.0,3960,23,0.0,0,0,33,0,0.600710606,Saturday,5,sweing,False,False
8,0.65,24.26,1435.0,6600,0,0.0,0,0,55,0,0.260978788,Monday,1,sweing,False,False
12,0.8,15.26,1079.0,3720,38,0.0,0,0,34,0,0.800312375,Monday,3,sweing,False,False
8,0.6,3.9,0.0,960,0,0.0,0,0,8,0,0.4509375,Sunday,2,finishing,False,False
3,0.8,5.13,0.0,2160,0,0.0,0,0,18,0,0.87115,Monday,4,finishing,False,False
10,0.65,18.22,741.0,0,0,8.0,35,1,49,0,0.302117347,Tuesday,3,sweing,True,True
10,0.8,22.52,1268.0,0,88,0.0,0,0,56,0,0.90063244,Tuesday,2,sweing,False,False
10,0.7,3.94,0.0,4320,0,0.0,0,0,18,1,0.759228395,Sunday,1,finishing,False,False
12,0.8,4.08,0.0,1080,0,0.0,0,0,9,1,0.687555556,Wednesday,1,finishing,False,False
1,0.8,26.16,1073.0,10620,75,0.0,0,0,59,0,0.850502311,Tuesday,2,sweing,False,False
5,0.5,3.94,0.0,960,0,0.0,0,0,8,0,0.857916667,Sunday,2,finishing,False,False
11,0.7,25.31,946.0,5760,60,0.0,0,0,54,0,0.7005135659999999,Tuesday,1,sweing,False,False
12,0.8,15.26,961.0,4080,50,0.0,0,0,34,0,0.8004019609999999,Wednesday,1,sweing,False,False
9,0.8,3.94,0.0,2400,0,0.0,0,0,10,0,0.753525,Sunday,4,finishing,False,False
7,0.8,30.1,644.0,840,38,0.0,0,1,59,0,0.7999828529999999,Saturday,4,sweing,False,False
5,0.65,4.15,0.0,1440,0,0.0,0,0,8,1,0.8213541670000001,Tuesday,2,finishing,False,False
11,0.7,11.41,685.0,3360,30,0.0,0,2,56,0,0.8211125,Wednesday,3,sweing,False,False
6,0.8,11.41,887.0,5490,50,0.0,0,0,31,0,0.8003437659999999,Sunday,2,sweing,False,False
7,0.8,2.9,0.0,960,0,0.0,0,0,8,1,0.667604167,Sunday,1,finishing,False,False
12,0.6,15.26,1245.0,6360,23,0.0,0,0,34,0,0.60017284,Wednesday,3,sweing,False,False
3,0.75,4.15,0.0,1440,0,0.0,0,0,8,1,0.93532197,Sunday,2,finishing,False,False
1,0.8,22.52,1500.0,6900,113,0.0,0,0,58,0,1.000018551,Tuesday,1,sweing,False,False
2,0.8,4.15,0.0,960,0,0.0,0,0,8,1,0.782447917,Saturday,1,finishing,False,False
6,0.8,11.61,910.0,4470,38,0.0,0,0,32,0,0.80007657,Tuesday,1,sweing,False,False
12,0.8,4.08,0.0,1080,0,0.0,0,0,9,0,0.272,Monday,2,finishing,False,False
8,0.35,30.1,901.0,6960,0,0.0,0,1,58,0,0.350301724,Monday,2,sweing,False,False
6,0.8,11.61,955.0,6360,63,0.0,0,0,32,0,0.8001919890000001,Thursday,4,sweing,False,False
8,0.7,29.4,1146.0,6840,40,0.0,0,2,57,0,0.700614035,Sunday,4,sweing,False,False
12,0.8,15.26,1133.0,4080,38,0.0,0,0,34,0,0.8004019609999999,Tuesday,3,sweing,False,False
4,0.8,28.08,942.0,10530,75,0.0,0,0,59,0,0.8501818179999999,Thursday,2,sweing,False,False
11,0.8,11.61,632.0,0,50,0.0,0,0,57,0,0.800309211,Monday,1,sweing,False,False
1,0.8,26.16,1187.0,10620,75,0.0,0,0,59,0,0.850502311,Tuesday,1,sweing,False,False
9,0.75,18.79,1228.0,6240,45,0.0,0,0,52,0,0.750395513,Thursday,1,sweing,False,False
8,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.653598485,Sunday,2,finishing,False,False
1,0.65,3.94,0.0,3360,0,0.0,0,0,8,0,0.537919444,Monday,1,finishing,False,False
7,0.8,2.9,0.0,1440,0,0.0,0,0,8,1,0.590435606,Sunday,2,finishing,False,False
7,0.65,3.94,0.0,1440,0,0.0,0,0,8,1,0.646306818,Monday,4,finishing,False,False
1,0.7,22.94,1384.0,12180,63,0.0,0,0,57,0,0.750162367,Thursday,4,sweing,False,False
10,0.75,3.94,0.0,1440,0,0.0,0,0,8,1,0.805909091,Wednesday,1,finishing,False,False
10,0.7,3.94,0.0,1440,0,0.0,0,0,8,1,0.235795455,Sunday,3,finishing,False,False
8,0.7,30.48,914.0,6840,30,0.0,0,1,57,0,0.7005052629999999,Wednesday,2,sweing,False,False
5,0.35,3.94,0.0,2400,0,0.0,0,0,10,0,0.80575,Saturday,1,finishing,False,False
12,0.8,4.6,0.0,2160,0,0.0,0,0,9,0,0.922839506,Wednesday,2,finishing,False,False
11,0.7,20.55,9792.0,6480,60,0.0,0,0,54,0,0.700398148,Monday,1,sweing,False,False
10,0.75,2.9,0.0,960,0,0.0,0,0,8,0,0.6283333329999999,Wednesday,2,finishing,False,False
9,0.8,2.9,0.0,960,0,0.0,0,0,8,0,0.3715625,Monday,4,finishing,False,False
3,0.5,5.13,0.0,1800,0,0.0,0,0,15,0,0.8721,Sunday,4,finishing,False,False
3,0.8,19.87,857.0,9900,50,0.0,0,0,55,0,0.8002738290000001,Thursday,2,sweing,False,False
2,0.4,15.28,157.0,5400,0,6.5,30,1,45,0,0.30277037,Tuesday,1,sweing,True,True
12,0.8,4.08,0.0,1080,0,0.0,0,0,9,0,0.8915555559999999,Sunday,2,finishing,False,False
